ID,y
292,112.33712
293,112.178925
296,104.29734
297,113.05309
298,117.02819
299,93.58157
304,91.5264
305,82.56238
306,93.214775
307,110.686554
311,106.82036
313,110.75205
314,92.671455
316,95.8403
324,98.7088
327,96.44797
329,92.3101
330,111.609695
337,106.57834
338,99.08442
339,106.23126
340,92.89754
343,92.73224
345,116.5666
346,95.498955
347,112.01623
349,106.67532
350,92.7851
352,109.85149
353,92.03082
354,79.39018
357,93.5156
358,109.7292
362,117.23799
364,103.44146
365,104.492355
366,94.86967
367,112.99761
368,96.22708
370,78.870255
373,95.61946
377,92.45354
378,113.51226
382,106.44206
384,111.934105
390,93.00428
392,113.64431
393,113.59463
395,95.07836
396,105.48416
399,78.7999
406,110.75205
408,110.75205
409,95.94505
410,78.93652
412,113.47048
413,91.489944
419,91.83124
420,108.09644
421,91.519714
430,104.1068
434,92.878876
436,96.4069
437,96.51611
438,91.77198
439,110.88717
440,96.83602
443,110.78882
446,92.82302
448,97.38105
452,94.12593
453,104.295845
457,104.14817
458,94.388504
459,116.69335
460,102.07073
462,106.163994
464,102.686035
465,117.55668
467,110.61225
471,112.287346
472,78.34028
473,94.54333
475,93.7355
480,97.061646
488,117.06264
490,110.686554
491,104.33505
492,79.45768
493,95.49621
497,92.91129
498,113.85409
499,96.75721
500,104.89221
501,94.57937
502,110.750595
506,85.00516
510,110.95638
511,92.24771
512,92.3379
516,97.69157
518,91.31051
519,111.97981
521,93.28045
522,112.35796
526,111.53538
529,104.70165
532,111.24524
533,97.48364
536,113.90905
537,93.48616
539,93.972496
540,105.244255
541,96.812584
543,95.175705
546,113.16294
547,95.12013
548,79.75995
551,93.611374
552,103.43609
556,105.27133
557,97.585205
558,112.99761
559,93.691574
560,106.79248
562,107.05884
566,96.2412
570,113.85409
571,96.51611
572,105.5724
573,93.47024
575,117.55668
576,110.38112
577,93.3351
579,90.75335
580,113.757195
581,108.86637
589,110.686554
591,100.76577
593,94.14879
594,104.851875
595,95.11554
598,93.428055
602,113.303085
604,112.57521
606,107.64048
608,95.08152
609,104.993614
610,93.901886
616,111.74307
617,92.67152
618,99.5335
620,106.12977
622,110.29697
623,93.29534
624,105.98695
626,112.42046
628,113.13354
629,94.58916
630,110.78822
637,103.70738
638,105.867874
643,96.34956
645,97.061646
646,109.07795
648,95.22038
652,93.65002
653,96.41228
654,113.85409
656,111.641945
657,94.90923
659,96.492195
660,106.1284
663,90.18545
664,107.67515
666,105.95148
668,113.500114
669,95.430824
671,97.0202
675,92.47124
677,94.32766
678,112.96669
679,109.148094
682,94.62952
685,105.50479
687,94.686424
688,93.18045
693,107.06344
696,94.86109
698,92.783936
701,98.377426
704,103.860985
705,117.139465
709,109.89231
710,96.71336
711,106.28998
712,95.010216
714,109.96917
715,88.80441
716,111.042946
717,95.17732
720,116.582436
721,91.371574
724,101.10081
725,95.364815
726,111.72333
728,113.68591
731,93.45857
734,106.907425
738,96.65478
745,110.67927
746,91.66052
751,77.47276
754,93.3546
756,94.43313
758,98.44002
759,104.233406
761,117.3976
766,97.388535
767,112.771484
768,94.01343
769,112.54744
770,93.36807
771,79.48382
772,103.600334
773,93.69783
774,112.49473
776,112.031
777,97.59332
780,116.92514
782,105.179634
787,104.84667
788,93.89441
792,94.30642
793,111.62313
798,98.86762
800,90.61685
806,111.042946
809,111.6961
811,108.74143
812,90.6652
814,117.53906
816,104.16062
817,95.52148
818,102.68783
820,105.916504
823,94.377014
829,90.75017
830,108.71613
831,91.52646
834,111.204384
839,98.74542
841,79.41143
844,104.70042
845,93.504
848,91.40144
850,104.933395
851,102.54351
852,93.60856
854,93.24976
855,96.03235
856,102.52667
859,102.025154
861,112.49473
864,90.93983
865,112.75194
866,90.59573
867,92.386665
869,95.274666
871,91.04281
872,111.042946
882,102.03021
883,92.60225
885,93.68692
888,95.76573
893,110.3825
901,113.458084
903,104.49799
904,93.61662
905,105.6529
910,96.175255
911,113.45361
914,112.22925
918,106.52564
921,89.47099
928,98.37161
929,107.257256
932,100.28181
933,104.86021
934,96.175255
935,110.64385
937,78.31851
939,93.7478
940,102.963974
941,97.75515
942,102.7109
943,93.68638
944,106.171455
947,111.042946
949,113.550865
951,108.82632
952,96.242256
953,104.49799
954,77.775696
957,112.32749
959,91.75438
960,111.69311
963,117.53906
965,111.042946
967,105.16514
971,94.57394
972,78.08541
973,91.63432
974,112.17546
975,97.647575
978,99.731636
980,113.79334
981,94.46828
984,113.66768
986,96.175255
988,94.01343
989,113.28055
990,101.5288
992,113.458084
996,97.502205
999,109.7509
1000,96.45857
1001,112.75194
1002,90.63889
1003,112.031
1004,91.99116
1008,110.2089
1009,95.60664
1010,100.01106
1012,109.36877
1013,90.38697
1014,108.86373
1015,93.150696
1016,117.69715
1019,100.37633
1020,109.461624
1021,96.175255
1022,105.40466
1024,96.175255
1025,79.22118
1027,95.193634
1028,107.488205
1029,97.63365
1030,93.62984
1033,112.2695
1036,98.278015
1037,105.43303
1038,93.42669
1042,93.7478
1043,107.10275
1044,93.353
1045,112.060616
1047,116.38381
1050,94.91527
1051,110.60794
1054,94.28294
1056,94.46828
1057,93.24088
1059,93.171005
1062,102.209206
1063,103.48755
1064,94.46828
1066,93.80332
1070,105.238884
1076,113.03502
1077,94.915436
1078,112.47194
1080,113.990036
1082,102.87163
1083,96.40914
1089,105.31525
1091,95.80311
1093,91.942986
1097,97.295586
1099,93.09745
1101,95.7107
1103,96.63933
1104,111.9449
1106,113.41058
1109,93.04159
1110,112.00604
1111,98.0432
1112,113.24156
1114,94.694244
1116,96.68954
1117,109.38991
1120,95.51061
1124,110.777756
1125,92.35766
1126,113.402466
1134,111.3541
1137,93.40789
1138,111.45795
1144,110.606186
1145,95.11691
1146,92.51874
1148,97.61145
1150,95.14484
1152,104.71729
1153,95.37242
1154,102.72252
1155,93.694275
1157,92.68295
1162,94.21014
1165,112.17721
1166,93.96329
1167,105.66868
1168,96.63614
1169,102.1938
1171,118.05408
1172,97.75436
1173,102.1938
1174,95.036026
1176,94.26853
1177,102.48681
1178,93.44573
1182,112.069275
1186,97.07824
1187,112.13817
1188,93.29165
1189,117.00943
1191,107.66104
1192,94.42526
1197,110.75707
1198,92.06035
1200,78.42797
1201,94.45643
1203,99.61601
1209,117.64708
1214,104.87467
1218,111.66084
1222,95.71418
1226,94.14853
1228,92.59657
1230,98.65783
1232,79.21165
1233,98.18873
1236,116.00309
1238,94.22655
1241,110.606186
1244,107.517654
1246,94.92566
1247,111.50801
1250,110.40693
1251,92.97735
1254,108.00081
1255,97.2847
1256,110.17104
1257,92.95731
1258,94.921616
1259,110.47167
1260,93.29369
1263,110.015434
1267,79.30253
1268,111.56663
1271,94.16854
1272,110.073425
1274,104.13004
1275,94.21014
1276,110.400314
1277,92.38683
1279,92.51874
1281,95.94164
1282,93.29165
1283,112.51588
1285,113.74354
1286,93.16796
1289,110.93179
1296,113.54074
1299,95.6056
1301,97.51184
1306,92.37587
1307,96.29537
1308,92.65486
1313,110.400314
1314,98.69971
1315,112.00604
1316,92.51511
1317,110.22974
1319,91.63733
1323,96.56716
1324,108.791145
1325,94.464645
1328,103.47163
1329,92.61345
1330,112.22358
1331,94.69484
1332,103.33675
1337,93.5251
1338,113.08399
1339,92.96994
1340,113.15775
1343,109.99807
1347,105.64409
1348,92.600105
1349,106.13737
1352,92.58701
1354,96.326996
1359,111.85339
1360,97.3762
1363,110.15037
1364,94.94039
1365,104.50475
1366,94.302795
1372,94.43283
1375,105.62077
1376,93.31311
1378,91.442986
1379,112.128845
1380,96.15763
1381,102.03371
1384,109.27912
1387,95.748924
1388,110.95574
1392,76.9383
1394,104.04571
1395,93.329994
1396,111.14502
1398,96.36476
1399,111.14502
1400,92.58769
1401,97.93839
1403,95.50997
1404,101.73564
1406,111.14502
1407,95.523224
1408,111.490425
1410,78.9661
1412,111.12268
1413,93.744
1415,98.584885
1420,111.490425
1422,111.780716
1423,102.620964
1424,111.490425
1425,96.11129
1426,78.9661
1427,99.48402
1429,91.24591
1430,111.98953
1431,96.4018
1432,101.98151
1434,109.49094
1437,93.61457
1438,106.61535
1440,109.92518
1441,115.09508
1442,93.750145
1444,112.74513
1445,98.15356
1446,103.687164
1448,92.197784
1453,97.678856
1454,111.12268
1455,94.57619
1456,107.293846
1458,111.12268
1459,92.83478
1461,94.51632
1465,95.748924
1466,109.29559
1469,96.621376
1472,97.678856
1474,94.90405
1477,113.48144
1479,107.1559
1482,95.49509
1483,79.09648
1487,97.09199
1488,114.97594
1490,111.665955
1492,108.72151
1494,116.58823
1496,102.67467
1497,100.341354
1499,96.58846
1502,90.45058
1507,104.44281
1508,92.58701
1509,107.52434
1511,91.72073
1512,114.04914
1513,114.44736
1514,104.72122
1518,110.923
1519,91.59102
1522,112.27414
1524,78.6842
1527,93.750145
1529,88.48106
1532,104.23343
1536,112.02602
1537,117.55296
1539,105.65582
1542,113.72028
1543,93.31311
1544,107.47057
1545,82.047264
1550,93.457794
1551,107.38069
1554,104.89906
1556,105.0529
1559,92.884895
1560,78.302345
1562,94.12675
1566,91.987564
1567,111.34037
1569,105.825905
1570,113.522156
1571,113.08788
1574,92.58701
1578,104.938774
1580,93.589035
1583,111.38831
1584,92.58701
1585,114.151924
1586,94.1633
1587,111.952934
1588,89.727196
1590,113.900276
1592,103.25374
1596,100.64331
1598,111.63406
1599,95.15727
1604,111.917366
1606,98.35305
1607,93.744
1608,102.007996
1609,117.66971
1611,99.19494
1613,94.32128
1616,95.26045
1619,113.243866
1620,90.77368
1621,111.66958
1622,95.29106
1625,112.97814
1627,117.66971
1629,111.15812
1634,94.97669
1636,95.4822
1638,105.79132
1639,95.61716
1641,98.721405
1643,93.40602
1644,101.79486
1645,116.925064
1646,94.08627
1647,107.17598
1648,98.5281
1652,93.589035
1653,112.17506
1656,93.092285
1658,95.15727
1659,110.226006
1661,96.86965
1663,93.744
1664,113.045135
1665,94.31169
1666,105.0529
1667,102.34447
1668,79.26639
1669,104.12944
1670,94.414734
1672,112.263435
1674,109.20385
1677,114.97594
1678,98.80996
1679,112.72504
1680,95.07263
1683,107.35343
1686,103.049706
1687,112.02841
1689,112.3514
1690,91.68954
1691,116.20823
1692,113.45866
1693,92.58701
1695,95.474045
1696,97.678856
1697,110.9265
1700,105.0529
1701,94.47618
1702,112.064896
1703,90.69113
1704,109.63757
1706,95.57561
1707,113.649895
1708,95.172745
1710,95.576164
1711,102.14402
1713,103.06
1717,105.28669
1719,104.938774
1720,93.54467
1722,93.32432
1725,102.3639
1726,94.986465
1727,105.88358
1729,112.32592
1730,92.05642
1731,109.74992
1733,105.0529
1734,94.64473
1735,111.780716
1738,94.32128
1742,97.049904
1745,109.20385
1747,94.64835
1749,95.99066
1751,96.362946
1752,78.11914
1753,103.35564
1754,96.79055
1755,93.83584
1756,105.98834
1758,113.51614
1759,94.54167
1760,105.74488
1761,113.771355
1762,91.9156
1763,110.24097
1764,97.47828
1766,92.869415
1768,95.37482
1769,80.02839
1771,111.223076
1772,97.39043
1773,102.60103
1774,95.284386
1775,114.80201
1777,111.88549
1779,94.54167
1780,106.467674
1787,90.63964
1788,92.35878
1790,94.909996
1796,111.11068
1801,86.15341
1803,98.604805
1807,112.09915
1809,113.574814
1812,93.801285
1813,112.89127
1814,97.29471
1815,109.00888
1816,99.24196
1818,95.99204
1820,92.53965
1821,115.85157
1822,95.32351
1825,92.92197
1826,103.68568
1828,94.615456
1831,103.85719
1836,106.1297
1837,94.48695
1841,95.08543
1844,99.87651
1848,92.916885
1851,105.65287
1852,96.30353
1853,92.50043
1854,113.990234
1856,97.17437
1859,113.32811
1860,97.37874
1861,78.85321
1863,109.25257
1865,97.01656
1866,107.682
1867,93.66824
1868,89.94633
1872,96.6218
1879,95.67949
1880,103.19172
1882,94.31743
1885,106.997925
1887,104.74351
1888,97.03317
1890,109.23584
1894,94.78286
1895,104.35024
1896,96.7404
1897,110.34718
1900,108.30871
1901,92.84181
1902,111.412735
1905,93.06457
1906,111.92345
1912,104.65923
1915,99.31275
1916,104.46131
1917,92.4007
1918,103.08776
1920,77.27289
1923,98.369545
1924,106.05744
1925,94.64874
1930,117.75614
1932,111.11642
1933,96.17842
1934,112.55546
1935,92.69432
1940,78.93567
1941,96.01752
1942,111.551895
1943,96.73329
1944,91.06482
1945,98.132256
1948,117.6394
1949,91.07135
1952,95.633575
1954,92.47478
1955,111.804184
1958,91.046715
1959,80.529335
1960,110.24097
1963,95.978264
1965,96.79715
1968,105.62299
1969,94.80848
1971,95.52834
1972,113.49252
1973,93.55241
1975,91.58141
1977,97.77891
1978,98.09047
1979,111.91514
1981,94.6726
1982,109.59563
1987,112.2418
1988,91.922554
1993,100.58197
1997,93.27508
1999,94.52986
2001,94.05825
2002,116.0061
2003,92.55567
2004,80.84888
2006,113.25931
2007,93.3751
2009,105.879456
2010,93.95585
2013,94.96582
2018,80.11963
2022,105.433624
2024,112.11575
2025,98.38242
2026,105.732216
2030,105.45873
2031,96.92986
2032,104.65923
2033,94.79292
2035,93.521095
2036,113.18834
2037,92.3922
2040,94.936455
2043,111.992386
2044,105.02447
2046,103.3073
2054,112.564
2055,94.07063
2056,106.467674
2059,91.760025
2060,92.84181
2062,88.04974
2063,109.682465
2066,94.78286
2067,112.26238
2072,95.6774
2073,116.55259
2074,94.47481
2075,109.14214
2076,93.14987
2080,93.095695
2082,92.84181
2085,105.47425
2087,115.33945
2091,104.25397
2092,95.8985
2093,106.467674
2098,97.59971
2101,110.24097
2102,95.93855
2103,78.93567
2105,107.53805
2106,93.76233
2107,111.84121
2110,93.96322
2114,95.859825
2115,110.41715
2117,83.55433
2118,96.044754
2119,104.759995
2120,95.532
2122,88.91527
2123,111.68595
2126,97.0725
2127,106.89627
2128,94.99264
2129,115.79347
2132,98.54493
2135,105.02401
2138,97.34808
2139,117.75614
2141,110.61651
2142,92.85495
2146,93.74564
2151,115.40788
2157,108.58096
2159,110.1483
2162,93.715
2164,117.08586
2167,90.99155
2168,109.505135
2171,92.99354
2173,94.584
2174,108.156105
2175,94.52297
2178,93.781746
2180,95.56289
2185,111.70875
2189,94.97576
2190,112.50474
2192,104.657166
2194,115.68189
2200,108.42502
2201,93.348045
2203,110.90222
2204,92.88127
2205,110.583534
2209,109.97796
2213,104.36591
2214,92.11253
2215,109.50045
2216,93.449
2218,96.45428
2219,104.845345
2220,97.44622
2222,94.98318
2223,111.569756
2225,112.89137
2226,91.77009
2230,97.13968
2233,109.92205
2234,112.31088
2235,92.88127
2236,78.52648
2237,97.61687
2240,113.3345
2241,94.290016
2248,104.35748
2249,92.52903
2250,108.31661
2252,111.1424
2253,93.931786
2254,108.9259
2256,77.60587
2258,95.36903
2259,109.41762
2262,95.835724
2265,93.63089
2266,106.899254
2269,92.82602
2271,95.21744
2273,92.74701
2274,111.79205
2275,94.09209
2277,97.182884
2279,92.88127
2280,77.67009
2282,95.56289
2283,101.98814
2288,92.040665
2289,108.23581
2291,96.212036
2292,117.668076
2297,96.55059
2298,104.02547
2299,95.61192
2300,112.14972
2301,91.51658
2304,94.45223
2305,100.70382
2306,95.835724
2308,92.57744
2309,108.854546
2311,93.17506
2312,103.76476
2316,98.61052
2321,101.81109
2322,112.38704
2325,106.64709
2326,95.25505
2329,117.668076
2330,97.38517
2331,105.533554
2332,110.46389
2333,95.835724
2334,104.56057
2335,108.63975
2337,113.07188
2338,95.11809
2340,110.46389
2342,107.39585
2345,98.65008
2349,93.50652
2351,78.83182
2352,95.983215
2354,109.04036
2355,110.94846
2357,112.89137
2358,94.356674
2360,95.107285
2361,109.04036
2364,93.896645
2366,97.38398
2369,110.43121
2370,93.85303
2371,110.49781
2373,106.83734
2374,94.787384
2376,111.872696
2378,110.13102
2382,97.23816
2383,91.617226
2386,104.71189
2387,95.07509
2389,94.119316
2390,104.69348
2392,93.281204
2398,110.46389
2399,96.66071
2400,94.16906
2401,105.417694
2402,94.811
2404,98.064606
2407,104.156815
2408,115.46859
2409,114.76714
2412,80.74459
2413,96.93757
2415,95.74493
2420,103.165146
2422,95.50331
2423,98.96021
2426,94.4123
2432,95.46971
2434,94.10175
2435,98.1705
2436,110.630035
2438,110.81099
2440,112.2972
2443,99.6457
2444,96.23181
2447,104.35748
2450,95.821976
2454,97.538124
2455,112.810295
2459,95.835724
2460,110.16683
2463,92.81636
2465,96.68146
2468,78.65763
2469,92.366165
2474,90.55018
2478,98.107925
2480,93.52349
2481,113.3345
2489,95.56289
2490,104.59106
2492,92.30668
2496,95.835724
2497,112.81005
2500,94.735176
2505,95.49427
2507,94.22884
2508,110.583534
2509,92.455376
2510,82.22215
2513,91.75769
2515,95.56289
2518,91.617226
2519,107.2148
2520,91.617226
2521,111.664635
2523,114.82248
2525,97.968376
2529,111.33749
2530,92.83468
2533,107.076355
2535,92.12437
2538,103.202034
2544,102.84356
2553,111.5992
2556,95.75417
2558,90.76498
2559,108.94074
2560,94.89012
2561,112.79415
2562,92.66556
2563,110.773964
2564,91.97511
2565,110.1145
2567,107.107086
2572,94.36558
2575,95.3006
2576,112.19886
2577,92.30262
2578,93.97346
2579,113.227425
2580,92.40972
2582,112.09328
2583,92.67158
2587,93.041885
2589,113.60555
2590,96.428
2591,111.33749
2594,96.140656
2597,95.95404
2598,105.016716
2599,93.74765
2600,102.97365
2602,105.76494
2603,94.36558
2604,101.82015
2606,114.11289
2607,78.25631
2608,95.18675
2613,111.32184
2614,94.26507
2615,111.025536
2617,112.50943
2620,95.47657
2623,115.07187
2624,98.07174
2627,111.32184
2629,78.25631
2630,97.4798
2632,97.19545
2636,95.831024
2639,101.28534
2640,107.259605
2642,111.33749
2644,105.11134
2646,108.10566
2647,96.51479
2649,96.840164
2650,105.03235
2652,105.063896
2653,99.212296
2655,104.13741
2657,110.51449
2659,110.6577
2662,91.94596
2663,113.476326
2664,92.907394
2665,104.572876
2670,96.06143
2671,104.4284
2672,95.25427
2675,105.063896
2677,111.1385
2679,113.391266
2683,111.38333
2684,99.453026
2685,96.798805
2688,109.086876
2689,94.98019
2690,104.19288
2693,106.362526
2694,111.87887
2697,103.47964
2699,100.75385
2703,94.85664
2705,106.30757
2709,81.71273
2710,96.27944
2711,109.10376
2712,91.95478
2713,95.74195
2714,112.17975
2715,92.5198
2717,91.97531
2718,107.199005
2720,110.595
2721,96.15984
2726,95.515526
2728,91.17635
2731,100.29289
2732,110.21064
2734,95.115555
2736,103.39699
2737,94.27449
2738,105.78389
2739,110.37487
2746,96.38588
2749,104.40491
2751,117.01348
2752,105.26024
2753,93.99906
2757,106.0257
2758,99.71245
2759,112.18123
2760,98.30913
2762,111.18879
2764,93.01259
2765,109.140755
2769,111.67255
2771,111.75768
2774,97.13129
2776,91.96125
2777,100.535934
2778,93.23398
2779,110.79875
2782,92.45324
2784,94.429825
2787,94.75289
2789,93.432846
2792,94.3624
2798,102.804695
2799,103.194496
2800,94.16444
2801,78.792244
2802,93.40257
2804,93.39822
2807,104.51765
2808,94.56972
2809,103.97527
2811,116.9028
2812,95.90736
2814,92.2817
2816,94.39752
2817,114.05271
2818,111.0948
2820,114.52118
2821,80.7804
2822,98.06088
2823,108.08569
2824,94.21872
2826,90.79666
2829,92.32974
2834,90.6697
2835,79.03918
2838,94.85254
2839,112.55951
2840,94.248985
2841,105.2074
2842,95.88479
2846,117.83158
2848,94.8618
2849,93.56136
2850,112.17975
2851,94.010796
2853,94.33423
2854,111.33749
2858,113.22135
2861,93.89192
2864,92.49753
2865,113.476326
2866,111.144104
2867,90.6217
2868,113.44212
2870,110.89852
2877,97.26646
2878,111.32184
2880,112.18329
2882,78.92254
2883,95.5087
2884,105.876144
2885,95.04488
2887,95.57258
2888,107.70702
2889,97.057625
2890,104.04588
2891,93.299736
2892,117.39144
2893,97.24852
2898,114.40664
2899,96.38851
2900,109.252235
2901,92.9205
2909,96.283356
2910,107.60611
2911,108.779915
2913,106.124115
2914,100.37928
2918,92.540375
2919,110.45931
2920,93.6343
2921,111.32184
2922,99.55195
2923,105.03597
2925,105.34023
2926,92.39848
2927,112.62485
2929,111.0714
2933,87.528946
2934,111.310135
2936,104.07182
2941,99.48649
2942,95.120285
2943,110.75885
2945,104.34077
2950,90.783775
2951,114.265854
2953,106.22053
2954,95.43358
2955,104.03706
2956,98.01923
2960,95.03407
2962,91.45677
2963,105.9095
2964,103.731316
2966,77.53473
2967,97.72359
2968,108.0033
2969,91.69877
2971,92.67381
2972,96.43671
2974,95.68371
2975,109.93359
2977,116.6364
2980,111.85715
2981,93.57476
2983,97.99901
2984,104.53765
2985,117.78326
2986,102.259285
2987,96.43671
2989,94.07607
2990,112.409096
2991,99.4952
2992,79.80105
2995,103.69845
2996,102.69244
3002,113.88869
3004,111.96835
3005,116.8504
3006,94.006546
3010,93.7441
3011,103.815506
3014,92.316696
3015,92.97732
3016,93.717926
3017,101.95979
3018,96.62303
3021,104.19503
3024,105.3115
3028,98.70438
3030,92.9326
3032,97.364044
3039,96.141266
3040,105.812355
3041,99.04822
3043,97.25417
3044,112.03831
3046,111.73074
3055,95.895386
3056,114.87234
3058,93.07397
3059,107.17758
3061,117.72719
3063,106.12384
3066,94.06334
3067,105.3115
3068,77.866135
3069,95.94673
3072,114.813805
3073,112.914406
3074,98.33081
3077,90.82594
3082,96.85903
3084,103.69845
3085,108.92423
3088,105.32695
3091,92.75756
3092,108.586876
3093,94.04294
3094,100.83512
3096,112.65974
3097,92.09614
3098,77.81401
3102,116.65782
3106,95.52616
3109,95.46079
3111,91.97554
3112,116.8504
3113,95.73669
3115,95.90124
3116,112.23457
3117,94.08812
3121,109.95777
3122,90.78761
3123,94.66991
3124,105.32355
3125,93.717926
3126,98.79764
3127,116.11178
3129,91.38337
3130,110.73757
3132,102.03266
3134,105.645515
3135,92.957855
3137,78.79923
3138,101.56249
3140,95.04639
3144,112.47433
3145,94.17929
3146,110.961494
3147,96.431335
3148,106.95996
3149,103.93411
3150,112.506035
3151,95.90556
3152,94.095856
3155,96.321304
3156,112.2276
3159,92.09178
3161,95.29111
3162,105.2383
3163,94.051285
3165,101.41412
3172,88.358406
3173,109.68043
3176,95.07493
3177,104.45865
3179,109.93359
3183,92.04007
3186,93.8657
3187,96.924385
3189,105.54541
3190,96.20695
3192,116.11178
3193,88.358406
3194,111.7011
3197,94.362526
3198,93.698975
3200,93.20083
3201,118.661385
3202,93.698975
3204,95.08143
3205,92.26879
3206,111.705215
3208,104.97396
3210,102.881355
3211,91.91712
3212,117.72719
3213,94.63446
3214,110.76832
3216,104.391655
3219,91.73052
3220,110.11683
3221,95.73669
3226,102.40726
3227,95.55254
3228,115.20871
3229,96.7601
3232,79.046616
3233,91.532974
3234,94.75367
3236,93.62155
3238,108.987404
3239,113.60977
3240,91.83399
3247,109.780136
3249,106.01712
3252,115.12567
3253,95.19922
3254,106.768105
3255,94.51884
3256,113.376305
3257,96.495476
3262,94.810776
3263,105.28233
3264,98.01923
3266,112.38717
3267,103.735405
3269,95.07862
3272,117.78326
3274,94.362526
3275,109.28716
3277,97.862854
3279,103.963806
3280,107.41829
3283,93.86879
3285,95.11407
3287,97.33686
3288,105.3115
3290,104.164345
3291,96.95817
3298,111.187485
3299,95.11647
3302,107.19373
3303,93.422905
3304,105.387375
3307,97.71217
3309,94.96451
3314,77.66953
3316,109.27246
3317,93.19616
3319,96.24976
3320,113.38681
3321,97.2783
3322,103.13154
3324,91.296585
3326,89.892715
3329,110.85247
3330,91.97511
3331,113.00537
3335,117.44317
3337,94.80024
3338,107.79487
3339,99.90432
3340,113.1756
3341,93.32484
3343,95.489914
3346,92.76447
3348,92.13879
3351,105.20632
3352,117.85527
3355,90.20175
3356,111.806404
3358,103.207054
3359,95.81753
3360,108.78647
3371,109.04134
3372,96.14774
3374,102.96462
3377,109.34218
3378,91.54532
3380,102.65186
3382,94.5945
3386,96.72528
3389,111.94309
3391,104.42582
3393,96.85737
3394,105.524734
3395,92.50107
3397,111.37132
3398,97.22481
3399,80.78669
3400,96.93597
3404,104.83176
3407,112.02207
3409,96.522224
3419,97.80111
3421,96.31301
3425,102.08096
3427,80.63773
3428,117.86951
3429,112.89641
3431,91.34913
3435,93.76029
3436,112.78247
3439,100.130295
3441,92.167404
3442,117.86951
3443,94.964294
3444,104.15563
3445,94.39371
3446,107.245766
3449,92.67034
3453,95.96849
3457,96.31524
3460,103.7964
3461,98.9736
3462,97.94678
3464,106.15517
3465,77.81412
3466,97.83045
3467,107.279755
3468,97.203255
3469,107.894684
3470,100.89554
3472,111.432
3473,88.86022
3475,92.41782
3476,111.610275
3478,103.841385
3479,103.27227
3483,92.95122
3484,105.27249
3485,94.1878
3487,93.305466
3488,114.30677
3496,115.560585
3497,95.82607
3499,96.47303
3500,77.837776
3501,95.42157
3504,91.84803
3508,105.89688
3511,91.696915
3512,117.23334
3515,90.98771
3517,93.69615
3518,101.71088
3526,113.1436
3528,107.258995
3529,94.597046
3530,110.79094
3531,96.44992
3532,108.55334
3533,97.24591
3534,94.77076
3535,78.61799
3536,92.99528
3537,109.74688
3538,93.20389
3539,113.534996
3540,105.738884
3545,113.917274
3546,94.44887
3550,106.08137
3551,97.064224
3553,95.25494
3554,103.7964
3557,96.99169
3558,109.67127
3559,92.67034
3561,95.89023
3562,111.37132
3563,93.12424
3564,105.20632
3565,94.39371
3567,91.70491
3571,105.20632
3572,93.5258
3574,94.96681
3576,94.70879
3577,111.46584
3578,98.37421
3579,94.23891
3583,95.53548
3585,95.92364
3586,105.49707
3587,110.99537
3593,93.749084
3594,106.990005
3595,96.141266
3599,94.55079
3600,105.71065
3601,111.432
3602,92.67034
3604,100.26991
3609,117.597626
3610,111.07533
3612,109.982635
